dates,rates
dates,110.5
1999-06-10,118.8
1999-06-11,118.1
1999-06-14,120.4
1999-06-15,120.6
1999-06-16,120.0
1999-06-17,119.5
1999-06-18,120.5
1999-06-21,122.3
1999-06-22,121.7
1999-06-23,122.0
1999-06-24,121.8
1999-06-25,121.3
1999-06-28,121.3
1999-06-29,120.8
1999-06-30,120.9
1999-07-01,121.0
1999-07-02,121.1
1999-07-05,110.5
1999-07-06,121.9
1999-07-07,122.2
1999-07-08,122.6
1999-07-09,122.4
1999-07-12,122.2
1999-07-13,121.4
1999-07-14,120.6
1999-07-15,120.5
1999-07-16,121.0
1999-07-19,119.2
1999-07-20,118.9
1999-07-21,118.2
1999-07-22,117.3
1999-07-23,116.5
1999-07-26,116.7
1999-07-27,116.2
1999-07-28,116.2
1999-07-29,115.2
1999-07-30,114.7
1999-08-02,114.5
1999-08-03,115.1
1999-08-04,114.2
1999-08-05,114.0
1999-08-06,114.6
1999-08-09,115.4
1999-08-10,114.4
1999-08-11,115.1
1999-08-12,115.8
1999-08-13,115.7
1999-08-16,114.8
1999-08-17,114.2
1999-08-18,112.3
1999-08-19,111.1
1999-08-20,111.4
1999-08-23,111.7
1999-08-24,111.5
1999-08-25,111.2
1999-08-26,111.8
1999-08-27,111.7
1999-08-30,111.1
1999-08-31,109.3
1999-09-01,109.4
1999-09-02,109.2
1999-09-03,110.1
1999-09-06,110.5
1999-09-07,110.9
1999-09-08,111.0
1999-09-09,108.0
1999-09-10,109.0
1999-09-13,106.2
1999-09-14,105.3
1999-09-15,103.8
1999-09-16,105.1
1999-09-17,106.9
1999-09-20,106.4
1999-09-21,104.8
1999-09-22,104.0
1999-09-23,104.2
1999-09-24,104.1
1999-09-27,106.1
1999-09-28,106.1
1999-09-29,106.8
1999-09-30,106.8
1999-10-01,105.1
1999-10-04,106.4
1999-10-05,107.0
1999-10-06,107.5
1999-10-07,107.7
1999-10-08,107.4
1999-10-11,110.5
1999-10-12,106.3
1999-10-13,107.4
1999-10-14,107.0
1999-10-15,105.4
1999-10-18,104.9
1999-10-19,105.5
1999-10-20,106.2
1999-10-21,106.0
1999-10-22,105.8
1999-10-25,105.4
1999-10-26,104.8
1999-10-27,104.2
1999-10-28,105.1
1999-10-29,104.3
1999-11-01,104.2
1999-11-02,104.2
1999-11-03,105.0
1999-11-04,104.5
1999-11-05,106.3
1999-11-08,105.8
1999-11-09,104.9
1999-11-10,104.6
1999-11-11,110.5
1999-11-12,105.3
1999-11-15,104.9
1999-11-16,105.8
1999-11-17,105.5
1999-11-18,105.8
1999-11-19,106.1
1999-11-22,104.9
1999-11-23,104.2
1999-11-24,104.6
1999-11-25,110.5
1999-11-26,102.2
1999-11-29,102.4
1999-11-30,101.8
1999-12-01,102.4
1999-12-02,102.7
1999-12-03,102.6
1999-12-06,103.1
1999-12-07,102.4
1999-12-08,103.0
1999-12-09,102.6
1999-12-10,102.4
1999-12-13,103.3
1999-12-14,103.5
1999-12-15,103.5
1999-12-16,103.0
1999-12-17,103.3
1999-12-20,102.7
1999-12-21,102.1
1999-12-22,101.5
1999-12-23,101.7
1999-12-24,103.0
1999-12-27,102.1
1999-12-28,102.2
1999-12-29,102.0
1999-12-30,102.3
1999-12-31,102.2
2000-01-03,101.7
2000-01-04,103.1
2000-01-05,103.8
2000-01-06,105.2
2000-01-07,105.2
2000-01-10,105.3
2000-01-11,106.1
2000-01-12,105.8
2000-01-13,106.1
2000-01-14,105.9
2000-01-17,110.5
2000-01-18,105.5
2000-01-19,105.4
2000-01-20,105.4
2000-01-21,105.0
2000-01-24,105.5
2000-01-25,105.9
2000-01-26,105.8
2000-01-27,104.9
2000-01-28,107.2
2000-01-31,107.3
2000-02-01,107.7
2000-02-02,108.4
2000-02-03,107.9
2000-02-04,107.5
2000-02-07,108.8
2000-02-08,109.6
2000-02-09,109.1
2000-02-10,108.7
2000-02-11,109.0
2000-02-14,108.6
2000-02-15,108.8
2000-02-16,109.4
2000-02-17,110.3
2000-02-18,110.9
2000-02-21,110.5
2000-02-22,111.0
2000-02-23,111.1
2000-02-24,111.0
2000-02-25,111.0
2000-02-28,109.2
2000-02-29,109.9
2000-03-01,107.1
2000-03-02,107.4
2000-03-03,107.8
2000-03-06,107.7
2000-03-07,106.2
2000-03-08,106.9
2000-03-09,106.4
2000-03-10,106.3
2000-03-13,105.3
2000-03-14,104.8
2000-03-15,105.6
2000-03-16,105.6
2000-03-17,106.1
2000-03-20,106.5
2000-03-21,106.9
2000-03-22,106.8
2000-03-23,107.4
2000-03-24,107.2
2000-03-27,107.1
2000-03-28,105.9
2000-03-29,105.6
2000-03-30,105.5
2000-03-31,102.7
2000-04-03,104.8
2000-04-04,105.3
2000-04-05,105.0
2000-04-06,104.8
2000-04-07,105.3
2000-04-10,106.4
2000-04-11,107.0
2000-04-12,105.9
2000-04-13,105.8
2000-04-14,105.1
2000-04-17,104.2
2000-04-18,104.6
2000-04-19,104.9
2000-04-20,105.4
2000-04-21,105.9
2000-04-24,105.7
2000-04-25,105.7
2000-04-26,106.5
2000-04-27,106.4
2000-04-28,108.0
2000-05-01,108.9
2000-05-02,108.6
2000-05-03,109.1
2000-05-04,108.2
2000-05-05,108.5
2000-05-08,109.0
2000-05-09,109.6
2000-05-10,109.3
2000-05-11,108.5
2000-05-12,108.7
2000-05-15,109.5
2000-05-16,109.8
2000-05-17,109.5
2000-05-18,108.7
2000-05-19,106.9
2000-05-22,107.0
2000-05-23,106.7
2000-05-24,107.6
2000-05-25,107.5
2000-05-26,107.2
2000-05-29,110.5
2000-05-30,106.4
2000-05-31,107.7
2000-06-01,108.7
2000-06-02,108.2
2000-06-05,107.4
2000-06-06,105.6
2000-06-07,105.5
2000-06-08,105.9
2000-06-09,106.8
2000-06-12,106.6
2000-06-13,106.8
2000-06-14,106.9
2000-06-15,106.5
2000-06-16,106.2
2000-06-19,105.7
2000-06-20,105.4
2000-06-21,105.5
2000-06-22,104.4
2000-06-23,104.6
2000-06-26,105.7
2000-06-27,105.5
2000-06-28,105.5
2000-06-29,105.1
2000-06-30,106.1
2000-07-03,105.6
2000-07-04,110.5
2000-07-05,106.9
2000-07-06,107.4
2000-07-07,107.8
2000-07-10,107.1
2000-07-11,106.9
2000-07-12,108.4
2000-07-13,108.3
2000-07-14,107.9
2000-07-17,108.5
2000-07-18,108.3
2000-07-19,108.2
2000-07-20,107.9
2000-07-21,109.1
2000-07-24,108.9
2000-07-25,109.3
2000-07-26,109.3
2000-07-27,109.2
2000-07-28,109.6
2000-07-31,109.7
2000-08-01,109.5
2000-08-02,108.8
2000-08-03,108.4
2000-08-04,108.5
2000-08-07,109.0
2000-08-08,108.6
2000-08-09,108.0
2000-08-10,108.7
2000-08-11,108.7
2000-08-14,109.5
2000-08-15,109.0
2000-08-16,108.6
2000-08-17,108.5
2000-08-18,108.4
2000-08-21,108.5
2000-08-22,108.3
2000-08-23,107.0
2000-08-24,106.9
2000-08-25,107.2
2000-08-28,106.4
2000-08-29,106.2
2000-08-30,106.5
2000-08-31,106.7
2000-09-01,105.8
2000-09-04,110.5
2000-09-05,105.9
2000-09-06,106.1
2000-09-07,105.1
2000-09-08,106.0
2000-09-11,106.0
2000-09-12,106.9
2000-09-13,107.1
2000-09-14,107.2
2000-09-15,107.3
2000-09-18,106.9
2000-09-19,107.0
2000-09-20,106.8
2000-09-21,106.5
2000-09-22,107.9
2000-09-25,107.6
2000-09-26,107.6
2000-09-27,107.4
2000-09-28,107.6
2000-09-29,107.9
2000-10-02,108.8
2000-10-03,108.7
2000-10-04,109.3
2000-10-05,109.3
2000-10-06,108.8
2000-10-09,110.5
2000-10-10,107.9
2000-10-11,107.6
2000-10-12,107.6
2000-10-13,107.7
2000-10-16,108.3
2000-10-17,108.2
2000-10-18,107.8
2000-10-19,108.6
2000-10-20,109.0
2000-10-23,108.4
2000-10-24,108.1
2000-10-25,108.0
2000-10-26,108.4
2000-10-27,108.8
2000-10-30,109.0
2000-10-31,109.2
2000-11-01,108.5
2000-11-02,108.4
2000-11-03,107.6
2000-11-06,107.3
2000-11-07,107.3
2000-11-08,107.6
2000-11-09,107.4
2000-11-10,107.8
2000-11-13,107.7
2000-11-14,108.2
2000-11-15,108.8
2000-11-16,109.1
2000-11-17,108.9
2000-11-20,109.8
2000-11-21,110.3
2000-11-22,110.2
2000-11-23,110.5
2000-11-24,111.4
2000-11-27,110.7
2000-11-28,110.2
2000-11-29,111.3
2000-11-30,110.9
2000-12-01,111.2
2000-12-04,111.1
2000-12-05,111.0
2000-12-06,110.4
2000-12-07,110.7
2000-12-08,111.3
2000-12-11,110.8
2000-12-12,111.5
2000-12-13,112.4
2000-12-14,112.4
2000-12-15,112.6
2000-12-18,112.1
2000-12-19,112.6
2000-12-20,112.6
2000-12-21,112.2
2000-12-22,112.8
2000-12-25,110.5
2000-12-26,113.6
2000-12-27,114.2
2000-12-28,114.6
2000-12-29,114.4
2001-01-01,110.5
2001-01-02,114.7
2001-01-03,114.3
2001-01-04,115.5
2001-01-05,116.2
2001-01-08,116.0
2001-01-09,116.6
2001-01-10,116.3
2001-01-11,117.6
2001-01-12,117.8
2001-01-15,110.5
2001-01-16,117.3
2001-01-17,118.4
2001-01-18,117.8
2001-01-19,117.2
2001-01-22,116.6
2001-01-23,117.0
2001-01-24,118.2
2001-01-25,116.9
2001-01-26,117.2
2001-01-29,116.7
2001-01-30,115.8
2001-01-31,116.4
2001-02-01,115.3
2001-02-02,115.6
2001-02-05,115.0
2001-02-06,114.9
2001-02-07,116.2
2001-02-08,116.3
2001-02-09,117.6
2001-02-12,117.6
2001-02-13,117.3
2001-02-14,116.6
2001-02-15,115.7
2001-02-16,115.5
2001-02-19,110.5
2001-02-20,115.6
2001-02-21,116.4
2001-02-22,116.5
2001-02-23,116.2
2001-02-26,116.6
2001-02-27,116.2
2001-02-28,117.3
2001-03-01,117.3
2001-03-02,119.1
2001-03-05,119.1
2001-03-06,118.9
2001-03-07,119.9
2001-03-08,119.5
2001-03-09,119.7
2001-03-12,120.6
2001-03-13,120.2
2001-03-14,121.0
2001-03-15,122.2
2001-03-16,122.8
2001-03-19,122.6
2001-03-20,122.7
2001-03-21,123.6
2001-03-22,123.8
2001-03-23,122.6
2001-03-26,122.8
2001-03-27,123.0
2001-03-28,122.6
2001-03-29,123.4
2001-03-30,125.5
2001-04-02,126.8
2001-04-03,125.4
2001-04-04,125.4
2001-04-05,124.3
2001-04-06,124.0
2001-04-09,124.8
2001-04-10,124.5
2001-04-11,124.8
2001-04-12,123.5
2001-04-13,124.2
2001-04-16,124.6
2001-04-17,123.7
2001-04-18,122.4
2001-04-19,121.9
2001-04-20,122.5
2001-04-23,121.7
2001-04-24,122.1
2001-04-25,122.2
2001-04-26,123.1
2001-04-27,123.8
2001-04-30,123.6
2001-05-01,121.9
2001-05-02,121.7
2001-05-03,121.2
2001-05-04,121.0
2001-05-07,121.3
2001-05-08,121.7
2001-05-09,122.2
2001-05-10,122.7
2001-05-11,122.5
2001-05-14,123.1
2001-05-15,123.3
2001-05-16,123.6
2001-05-17,122.7
2001-05-18,123.7
2001-05-21,122.9
2001-05-22,122.8
2001-05-23,120.4
2001-05-24,120.2
2001-05-25,120.8
2001-05-28,110.5
2001-05-29,120.1
2001-05-30,120.3
2001-05-31,118.9
2001-06-01,119.1
2001-06-04,119.5
2001-06-05,120.3
2001-06-06,120.4
2001-06-07,119.9
2001-06-08,120.6
2001-06-11,122.0
2001-06-12,121.7
2001-06-13,121.9
2001-06-14,121.4
2001-06-15,123.0
2001-06-18,123.2
2001-06-19,123.0
2001-06-20,123.3
2001-06-21,124.4
2001-06-22,124.2
2001-06-25,124.0
2001-06-26,123.8
2001-06-27,124.2
2001-06-28,124.6
2001-06-29,124.7
2001-07-02,124.2
2001-07-03,124.5
2001-07-04,110.5
2001-07-05,125.8
2001-07-06,125.8
2001-07-09,125.4
2001-07-10,125.5
2001-07-11,124.1
2001-07-12,124.1
2001-07-13,124.8
2001-07-16,125.4
2001-07-17,124.9
2001-07-18,124.4
2001-07-19,123.6
2001-07-20,122.8
2001-07-23,124.2
2001-07-24,124.0
2001-07-25,123.6
2001-07-26,123.8
2001-07-27,123.3
2001-07-30,125.2
2001-07-31,125.0
2001-08-01,124.9
2001-08-02,123.7
2001-08-03,123.5
2001-08-06,123.8
2001-08-07,123.8
2001-08-08,123.2
2001-08-09,123.0
2001-08-10,122.0
2001-08-13,122.5
2001-08-14,121.6
2001-08-15,119.9
2001-08-16,120.1
2001-08-17,120.4
2001-08-20,120.7
2001-08-21,119.9
2001-08-22,119.9
2001-08-23,119.8
2001-08-24,120.1
2001-08-27,120.1
2001-08-28,120.5
2001-08-29,119.8
2001-08-30,119.4
2001-08-31,118.8
2001-09-03,110.5
2001-09-04,119.5
2001-09-05,120.8
2001-09-06,121.0
2001-09-07,120.1
2001-09-10,121.1
2001-09-11,110.5
2001-09-12,119.5
2001-09-13,118.8
2001-09-14,117.4
2001-09-17,117.6
2001-09-18,117.3
2001-09-19,117.3
2001-09-20,115.9
2001-09-21,116.7
2001-09-24,117.5
2001-09-25,117.8
2001-09-26,117.9
2001-09-27,119.7
2001-09-28,119.2
2001-10-01,120.3
2001-10-02,120.8
2001-10-03,120.7
2001-10-04,120.6
2001-10-05,120.4
2001-10-08,110.5
2001-10-09,120.2
2001-10-10,120.4
2001-10-11,121.6
2001-10-12,120.9
2001-10-15,120.9
2001-10-16,121.3
2001-10-17,121.0
2001-10-18,121.2
2001-10-19,121.2
2001-10-22,122.4
2001-10-23,122.8
2001-10-24,122.9
2001-10-25,122.7
2001-10-26,123.0
2001-10-29,122.1
2001-10-30,122.1
2001-10-31,122.5
2001-11-01,121.9
2001-11-02,121.7
2001-11-05,121.7
2001-11-06,121.2
2001-11-07,121.0
2001-11-08,120.0
2001-11-09,120.2
2001-11-12,110.5
2001-11-13,121.4
2001-11-14,121.7
2001-11-15,122.4
2001-11-16,122.7
2001-11-19,123.3
2001-11-20,122.6
2001-11-21,123.2
2001-11-22,110.5
2001-11-23,124.4
2001-11-26,124.2
2001-11-27,124.2
2001-11-28,123.3
2001-11-29,123.8
2001-11-30,123.2
2001-12-03,123.9
2001-12-04,124.3
2001-12-05,124.4
2001-12-06,124.8
2001-12-07,125.7
2001-12-10,126.3
2001-12-11,126.2
2001-12-12,126.5
2001-12-13,126.3
2001-12-14,127.2
2001-12-17,127.5
2001-12-18,128.0
2001-12-19,128.2
2001-12-20,128.6
2001-12-21,129.5
2001-12-24,129.9
2001-12-25,110.5
2001-12-26,130.8
2001-12-27,131.5
2001-12-28,131.3
2001-12-31,131.0
2002-01-01,110.5
2002-01-02,132.0
2002-01-03,131.8
2002-01-04,131.0
2002-01-07,130.9
2002-01-08,132.5
2002-01-09,132.6
2002-01-10,132.6
2002-01-11,132.2
2002-01-14,131.8
2002-01-15,131.1
2002-01-16,131.8
2002-01-17,132.1
2002-01-18,132.6
2002-01-21,110.5
2002-01-22,134.0
2002-01-23,134.2
2002-01-24,134.6
2002-01-25,134.5
2002-01-28,133.4
2002-01-29,133.5
2002-01-30,132.8
2002-01-31,134.1
2002-02-01,133.8
2002-02-04,132.7
2002-02-05,133.9
2002-02-06,133.7
2002-02-07,133.5
2002-02-08,134.8
2002-02-11,133.6
2002-02-12,132.8
2002-02-13,133.2
2002-02-14,132.3
2002-02-15,132.8
2002-02-18,110.5
2002-02-19,133.4
2002-02-20,133.8
2002-02-21,134.3
2002-02-22,133.8
2002-02-25,133.9
2002-02-26,134.4
2002-02-27,134.6
2002-02-28,134.0
2002-03-01,133.4
2002-03-04,132.2
2002-03-05,132.3
2002-03-06,130.8
2002-03-07,127.1
2002-03-08,128.2
2002-03-11,128.1
2002-03-12,128.7
2002-03-13,129.4
2002-03-14,128.9
2002-03-15,129.1
2002-03-18,131.3
2002-03-19,132.3
2002-03-20,131.6
2002-03-21,131.9
2002-03-22,132.9
2002-03-25,133.5
2002-03-26,132.8
2002-03-27,132.6
2002-03-28,132.6
2002-03-29,132.7
2002-04-01,133.3
2002-04-02,133.4
2002-04-03,132.6
2002-04-04,132.3
2002-04-05,131.7
2002-04-08,131.3
2002-04-09,131.0
2002-04-10,130.8
2002-04-11,131.6
2002-04-12,132.1
2002-04-15,132.0
2002-04-16,131.2
2002-04-17,130.7
2002-04-18,129.8
2002-04-19,130.5
2002-04-22,129.9
2002-04-23,129.9
2002-04-24,129.8
2002-04-25,128.4
2002-04-26,128.2
2002-04-29,128.1
2002-04-30,128.4
2002-05-01,127.4
2002-05-02,128.0
2002-05-03,127.2
2002-05-06,127.3
2002-05-07,127.8
2002-05-08,128.6
2002-05-09,128.4
2002-05-10,127.9
2002-05-13,127.7
2002-05-14,128.7
2002-05-15,127.9
2002-05-16,128.2
2002-05-17,126.0
2002-05-20,125.6
2002-05-21,123.8
2002-05-22,124.2
2002-05-23,124.8
2002-05-24,124.7
2002-05-27,110.5
2002-05-28,124.4
2002-05-29,124.4
2002-05-30,123.1
2002-05-31,124.1
2002-06-03,123.7
2002-06-04,124.0
2002-06-05,124.4
2002-06-06,124.3
2002-06-07,124.5
2002-06-10,124.6
2002-06-11,125.6
2002-06-12,125.6
2002-06-13,125.1
2002-06-14,124.2
2002-06-17,124.4
2002-06-18,124.6
2002-06-19,124.0
2002-06-20,123.3
2002-06-21,121.2
2002-06-24,121.3
2002-06-25,121.9
2002-06-26,119.8
2002-06-27,119.4
2002-06-28,119.8
2002-07-01,120.0
2002-07-02,120.1
2002-07-03,119.8
2002-07-04,110.5
2002-07-05,120.2
2002-07-08,118.7
2002-07-09,117.8
2002-07-10,117.9
2002-07-11,116.6
2002-07-12,116.7
2002-07-15,116.1
2002-07-16,115.7
2002-07-17,116.2
2002-07-18,117.0
2002-07-19,115.7
2002-07-22,116.2
2002-07-23,117.4
2002-07-24,116.3
2002-07-25,116.9
2002-07-26,118.8
2002-07-29,119.9
2002-07-30,119.9
2002-07-31,119.8
2002-08-01,119.1
2002-08-02,119.0
2002-08-05,119.3
2002-08-06,121.1
2002-08-07,120.4
2002-08-08,121.0
2002-08-09,120.2
2002-08-12,118.8
2002-08-13,119.1
2002-08-14,116.5
2002-08-15,117.3
2002-08-16,117.5
2002-08-19,118.5
2002-08-20,118.8
2002-08-21,118.5
2002-08-22,119.8
2002-08-23,119.5
2002-08-26,119.5
2002-08-27,118.3
2002-08-28,118.3
2002-08-29,118.3
2002-08-30,118.8
2002-09-02,110.5
2002-09-03,117.1
2002-09-04,118.0
2002-09-05,118.3
2002-09-06,118.5
2002-09-09,118.8
2002-09-10,119.8
2002-09-11,120.6
2002-09-12,120.7
2002-09-13,121.5
2002-09-16,122.2
2002-09-17,122.6
2002-09-18,121.5
2002-09-19,121.5
2002-09-20,123.2
2002-09-23,123.9
2002-09-24,123.4
2002-09-25,122.7
2002-09-26,122.6
2002-09-27,122.9
2002-09-30,121.7
2002-10-01,122.7
2002-10-02,123.2
2002-10-03,123.0
2002-10-04,123.0
2002-10-07,124.4
2002-10-08,124.3
2002-10-09,123.6
2002-10-10,123.6
2002-10-11,124.0
2002-10-14,110.5
2002-10-15,124.7
2002-10-16,124.3
2002-10-17,124.8
2002-10-18,125.5
2002-10-21,124.7
2002-10-22,125.1
2002-10-23,124.2
2002-10-24,124.8
2002-10-25,124.1
2002-10-28,123.6
2002-10-29,122.6
2002-10-30,122.9
2002-10-31,122.8
2002-11-01,122.2
2002-11-04,122.5
2002-11-05,121.8
2002-11-06,122.2
2002-11-07,121.3
2002-11-08,119.7
2002-11-11,110.5
2002-11-12,119.6
2002-11-13,120.3
2002-11-14,120.4
2002-11-15,120.4
2002-11-18,121.2
2002-11-19,121.6
2002-11-20,122.5
2002-11-21,122.9
2002-11-22,122.8
2002-11-25,122.3
2002-11-26,121.9
2002-11-27,122.2
2002-11-28,110.5
2002-11-29,122.7
2002-12-02,124.6
2002-12-03,124.4
2002-12-04,124.8
2002-12-05,125.0
2002-12-06,123.7
2002-12-09,123.4
2002-12-10,123.7
2002-12-11,123.5
2002-12-12,122.8
2002-12-13,120.7
2002-12-16,121.3
2002-12-17,121.3
2002-12-18,121.1
2002-12-19,120.9
2002-12-20,120.5
2002-12-23,120.8
2002-12-24,120.3
2002-12-25,110.5
2002-12-26,120.1
2002-12-27,119.9
2002-12-30,118.4
2002-12-31,118.8
2003-01-01,110.5
2003-01-02,119.9
2003-01-03,119.8
2003-01-06,119.1
2003-01-07,120.2
2003-01-08,119.4
2003-01-09,119.6
2003-01-10,119.4
2003-01-13,119.0
2003-01-14,118.0
2003-01-15,117.9
2003-01-16,118.0
2003-01-17,117.9
2003-01-20,110.5
2003-01-21,118.6
2003-01-22,118.2
2003-01-23,117.8
2003-01-24,117.8
2003-01-27,118.6
2003-01-28,118.7
2003-01-29,118.1
2003-01-30,119.2
2003-01-31,120.0
2003-02-03,120.5
2003-02-04,119.8
2003-02-05,119.8
2003-02-06,119.9
2003-02-07,120.4
2003-02-10,121.2
2003-02-11,121.2
2003-02-12,121.3
2003-02-13,120.5
2003-02-14,120.4
2003-02-17,110.5
2003-02-18,118.9
2003-02-19,118.6
2003-02-20,118.2
2003-02-21,118.8
2003-02-24,117.8
2003-02-25,117.1
2003-02-26,117.2
2003-02-27,117.6
2003-02-28,118.2
2003-03-03,117.9
2003-03-04,118.0
2003-03-05,117.3
2003-03-06,117.2
2003-03-07,116.5
2003-03-10,116.6
2003-03-11,117.1
2003-03-12,117.2
2003-03-13,118.3
2003-03-14,118.6
2003-03-17,118.4
2003-03-18,118.9
2003-03-19,120.1
2003-03-20,120.0
2003-03-21,121.4
2003-03-24,120.7
2003-03-25,120.0
2003-03-26,120.1
2003-03-27,119.8
2003-03-28,120.2
2003-03-31,118.1
2003-04-01,118.2
2003-04-02,119.2
2003-04-03,119.6
2003-04-04,120.0
2003-04-07,120.4
2003-04-08,119.9
2003-04-09,120.6
2003-04-10,119.6
2003-04-11,120.5
2003-04-14,120.3
2003-04-15,120.2
2003-04-16,120.0
2003-04-17,119.3
2003-04-18,119.7
2003-04-21,120.6
2003-04-22,119.7
2003-04-23,120.3
2003-04-24,119.8
2003-04-25,120.2
2003-04-28,120.3
2003-04-29,120.1
2003-04-30,119.1
2003-05-01,118.6
2003-05-02,119.1
2003-05-05,118.6
2003-05-06,117.9
2003-05-07,116.5
2003-05-08,116.6
2003-05-09,117.2
2003-05-12,116.9
2003-05-13,116.6
2003-05-14,116.2
2003-05-15,115.9
2003-05-16,116.0
2003-05-19,116.6
2003-05-20,116.8
2003-05-21,117.2
2003-05-22,117.2
2003-05-23,116.9
2003-05-26,110.5
2003-05-27,117.1
2003-05-28,118.7
2003-05-29,118.4
2003-05-30,119.5
2003-06-02,118.5
2003-06-03,119.3
2003-06-04,118.6
2003-06-05,117.6
2003-06-06,118.8
2003-06-09,118.1
2003-06-10,117.7
2003-06-11,117.7
2003-06-12,117.7
2003-06-13,117.5
2003-06-16,117.8
2003-06-17,118.2
2003-06-18,118.4
2003-06-19,118.7
2003-06-20,118.4
2003-06-23,117.6
2003-06-24,118.0
2003-06-25,117.5
2003-06-26,119.3
2003-06-27,119.7
2003-06-30,119.9
2003-07-01,119.4
2003-07-02,118.6
2003-07-03,118.2
2003-07-04,110.5
2003-07-07,118.1
2003-07-08,118.6
2003-07-09,117.8
2003-07-10,117.7
2003-07-11,117.8
2003-07-14,117.5
2003-07-15,117.2
2003-07-16,118.2
2003-07-17,118.9
2003-07-18,118.4
2003-07-21,118.4
2003-07-22,119.3
2003-07-23,118.8
2003-07-24,119.2
2003-07-25,118.8
2003-07-28,119.4
2003-07-29,119.8
2003-07-30,120.6
2003-07-31,120.4
2003-08-01,120.0
2003-08-04,120.5
2003-08-05,120.0
2003-08-06,120.3
2003-08-07,118.9
2003-08-08,119.0
2003-08-11,118.4
2003-08-12,118.5
2003-08-13,119.1
2003-08-14,119.1
2003-08-15,119.2
2003-08-18,119.4
2003-08-19,119.3
2003-08-20,118.2
2003-08-21,117.6
2003-08-22,117.6
2003-08-25,117.4
2003-08-26,117.5
2003-08-27,117.7
2003-08-28,117.4
2003-08-29,116.7
2003-09-01,110.5
2003-09-02,116.2
2003-09-03,116.0
2003-09-04,116.8
2003-09-05,117.1
2003-09-08,116.5
2003-09-09,116.3
2003-09-10,117.1
2003-09-11,117.1
2003-09-12,117.4
2003-09-15,117.4
2003-09-16,116.3
2003-09-17,116.0
2003-09-18,115.3
2003-09-19,114.0
2003-09-22,112.0
2003-09-23,111.6
2003-09-24,111.7
2003-09-25,111.9
2003-09-26,111.8
2003-09-29,111.1
2003-09-30,111.4
2003-10-01,110.6
2003-10-02,110.6
2003-10-03,110.9
2003-10-06,110.8
2003-10-07,109.8
2003-10-08,109.6
2003-10-09,109.3
2003-10-10,108.6
2003-10-13,110.5
2003-10-14,109.3
2003-10-15,109.6
2003-10-16,109.4
2003-10-17,109.6
2003-10-20,110.2
2003-10-21,109.7
2003-10-22,109.0
2003-10-23,109.6
2003-10-24,109.2
2003-10-27,108.4
2003-10-28,108.3
2003-10-29,108.2
2003-10-30,108.3
2003-10-31,110.1
2003-11-03,111.2
2003-11-04,109.6
2003-11-05,109.9
2003-11-06,110.2
2003-11-07,109.3
2003-11-10,108.0
2003-11-11,110.5
2003-11-12,108.6
2003-11-13,108.3
2003-11-14,108.4
2003-11-17,109.0
2003-11-18,108.1
2003-11-19,109.1
2003-11-20,109.0
2003-11-21,108.9
2003-11-24,109.4
2003-11-25,109.7
2003-11-26,109.1
2003-11-27,110.5
2003-11-28,109.5
2003-12-01,109.6
2003-12-02,108.8
2003-12-03,108.2
2003-12-04,108.2
2003-12-05,107.8
2003-12-08,107.2
2003-12-09,107.3
2003-12-10,108.4
2003-12-11,108.2
2003-12-12,107.7
2003-12-15,107.5
2003-12-16,107.6
2003-12-17,107.4
2003-12-18,107.9
2003-12-19,107.9
2003-12-22,107.4
2003-12-23,107.4
2003-12-24,107.3
2003-12-25,110.5
2003-12-26,107.2
2003-12-29,106.9
2003-12-30,107.0
2003-12-31,107.1
2004-01-01,110.5
2004-01-02,107.0
2004-01-05,106.1
2004-01-06,106.2
2004-01-07,106.2
2004-01-08,106.2
2004-01-09,106.5
2004-01-12,106.5
2004-01-13,106.2
2004-01-14,106.1
2004-01-15,106.1
2004-01-16,106.9
2004-01-19,110.5
2004-01-20,107.2
2004-01-21,106.8
2004-01-22,106.1
2004-01-23,106.2
2004-01-26,106.2
2004-01-27,105.6
2004-01-28,105.5
2004-01-29,106.1
2004-01-30,105.8
2004-02-02,105.6
2004-02-03,105.4
2004-02-04,105.5
2004-02-05,105.5
2004-02-06,105.6
2004-02-09,105.7
2004-02-10,105.6
2004-02-11,105.4
2004-02-12,105.4
2004-02-13,105.6
2004-02-16,110.5
2004-02-17,105.8
2004-02-18,106.4
2004-02-19,107.1
2004-02-20,108.8
2004-02-23,108.2
2004-02-24,108.1
2004-02-25,109.0
2004-02-26,109.6
2004-02-27,109.3
2004-03-01,108.9
2004-03-02,110.3
2004-03-03,110.2
2004-03-04,110.7
2004-03-05,111.4
2004-03-08,112.1
2004-03-09,111.2
2004-03-10,111.0
2004-03-11,110.9
2004-03-12,110.8
2004-03-15,110.5
2004-03-16,109.0
2004-03-17,108.2
2004-03-18,106.6
2004-03-19,107.0
2004-03-22,106.8
2004-03-23,106.6
2004-03-24,106.2
2004-03-25,106.1
2004-03-26,105.9
2004-03-29,105.5
2004-03-30,105.6
2004-03-31,104.2
2004-04-01,103.7
2004-04-02,104.6
2004-04-05,105.4
2004-04-06,105.9
2004-04-07,105.2
2004-04-08,106.1
2004-04-09,106.4
2004-04-12,105.5
2004-04-13,107.0
2004-04-14,108.5
2004-04-15,108.6
2004-04-16,107.7
2004-04-19,108.5
2004-04-20,108.4
2004-04-21,109.6
2004-04-22,109.8
